referencia,estado,fuente,doi,titulo_encontrado,autor_encontrado,anio_referencia,anio_encontrado,retractada,score_titulo,detalle
(ESUM) Etymolohichnyi slovnyk ukrainskoi movy [Etymological dictionary of the Ukrainian language]. (1985). Vol. 2. Kyiv : Naukova dumka. [In Ukrainian].,NO VERIFICABLE,,,,,1985,,,0.38,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Wilcox, Dennis L. English Language Newspapers Abroad: A Guide to Daily Newspapers in 56 Non-English-Speaking Countries. Detroit: Gale Research Company, 1967.",NO VERIFICABLE,,,,,1967,,,1.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Ofitsiynyy sayt MZS Ukrayiny[ Official website of the Ministry of Foreign Affairs of Ukraine]: https://mfa.gov.ua/ (accessed March 1, 2024)",METADATOS DUDOSOS,Crossref,10.58837/chula.taic.395,The Ministry of Foreign Affairs,,2024,1972,NO,1.0,Año citado (2024) no coincide con el registrado (1972)
"World Customs Organization. HS nomenclature 2017 edition. (2022). Accessed: April 21, 2022: http://www.wcoomd.org/en/topics/nomenclature/instrument-and-tools/hs-nomenclature-2017-edition.aspx.",NO VERIFICABLE,,,,,2017,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"European Aviation Safety Agency (EASA), and Deadalean AG (2020). Concepts of Design Assurance for Neural Networks (CoDANN), Technical Report.",VERIFICADA,Crossref,10.36719/2663-4619/65/297-300,AVIATION SECURITY IN EUROPEAN UNION. EUROPEAN AVIATION SAFETY AGENCY,,2020,2021,NO,0.75,
"Chiang, H. D., Ma, Y., Rodrigue, J., & Sasaki, Y. (2022). Dyadic double/debiased machine learning for analyzing determinants of free trade agreements (arXiv:2110.04365). arXiv. http://arxiv.org/abs/2110.04365",METADATOS DUDOSOS,Crossref,10.1017/s0266466625100273,DOUBLE/DEBIASED MACHINE LEARNING FOR DYADIC DATA,Chiang,2022,2026,NO,0.83,Año citado (2022) no coincide con el registrado (2026)
"Hair, J. F., Page, M., & Brunsveld, N. (2020). Essentials of business research methods (4th ed.). Routledge.",VERIFICADA,Crossref,10.4324/9780429203374,Essentials of Business Research Methods,Hair,2020,2019,NO,1.0,
"Ministry of Health, Labour and Welfare, Japan, Dietary Reference Intakes for Japanese, 2020. https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000061795.html. (Accessed 20 May 2023).",METADATOS DUDOSOS,Crossref,10.1002/9780471462422.eoct344,"Ministry of Health, Labour and Welfare (
            <scp>MHLW</scp>
            , Japan)",Ono,2020,2007,NO,1.0,Año citado (2020) no coincide con el registrado (2007)
"BRASIL. Agência Nacional de Vigilância Sanitária – ANVISA, 2023. Vacina – Covid - 19. Disponível em: https://www.gov.br/anvisa/ptbr/assuntos/paf/coronavirus/vacinas. Acesso em: 24 set. 2023",NO VERIFICABLE,,,,,2023,,,0.4,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Limoncu, S., & Bayülgen, C. (2005). Türkiye’de afet sonrası yaşanan barınma sorunları, Megaron YTÜ Mim. Fak. e-Dergisi, 1(1), 18-27",NO VERIFICABLE,,,,,2005,,,0.44,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Koç FC (2019) Ergenlerin ebeveynlerine bağlanma düzeyi ile mental iyi oluş, benlik saygısı ve akran ilişkilerinin incelenmesi. (Uzmanlık tezi). İstanbul, Üsküdar Üniversitesi.",NO VERIFICABLE,,,,,2019,,,0.42,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"吕帅. 最具有可持续性的城市办公建筑设计探索&#8212;&#8212;旧金山公共事业委员会新行政总部[J]. 动感(生态城市与绿色建筑), 2013(Z1): 75-81.",NO VERIFICABLE,,,,,2013,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Yue H (2013) A study on the relationship between college students’ sense of responsibility and moral disengagement [Southwest University],NO VERIFICABLE,,,,,2013,,,0.6,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Rorty, Richard. 1999. Philosophy and Social Hope. New York: Penguin Books.",METADATOS DUDOSOS,Crossref,10.1007/978-3-658-16260-3_18-1,Philosophy and Social Hope (1999),Voparil,1999,2019,NO,1.0,Año citado (1999) no coincide con el registrado (2019)
"DI TULLIO, Ariane. A abordagem participativa na construção de uma trilha interpretativa como uma estratégia de educação ambiental em São José do Rio Pardo-SP. 2005. Dissertação (Mestrado em Ciências da Engenharia Ambiental) – Universidade de São Paulo, São Carlos.",VERIFICADA,Crossref,10.11606/d.18.2005.tde-19012006-113913,A abordagem participativa na construção de uma trilha interpretativa como uma estratégia de educação ambiental em São José do Rio Pardo - SP,Di Tullio,2005,,NO,1.0,
"Umama, Y., Venkatajah, G., Shourabh, R., Kumar, R., Verma, A., Kumar, A., & Gayoor, M. K. (2019). Topic-The scenario of pharmaceuticals and development of microwave as; sisted extraction technique. World J Pharm Pharm Sci, 8(7), 1260-1271.",VERIFICADA,Crossref,10.2139/ssrn.3557317,The Scenario of Pharmaceuticals and Development of Microwave Assisted Extraction Techniques,KUMAR,2019,2019,NO,0.71,
"Benjamin, W. 1968 [1935]. “The Work of Art in the Age of Mechanical Reproduction.” In Illuminations: Essays and Reflections, edited by H. Arendt, 217–251. New York: Schocken Books.",METADATOS DUDOSOS,Crossref,10.4324/9780429498909-39,The Work of Art in the Age of Mechanical Reproduction,Benjamin,1968,2018,NO,1.0,Año citado (1968) no coincide con el registrado (2018)
"Ahmad, N., and Hassan, Q. (2022). Recent Developments in Water Resources and Transportation Engineering, Springer.",VERIFICADA,Crossref,10.1007/978-981-99-2905-4,Recent Developments in Water Resources and Transportation Engineering,,2022,2024,NO,1.0,
"McCormack B, Borg M, Cardiff S, Dewing J, Jacobs G, Janes N, Wilson V. Person-centredness—the ‘state’ of the art. Int Pract Dev J. 2015;5(Suppl 1):1–15.",VERIFICADA,Crossref,10.19043/ipdj.5sp.003,Person-centredness – the ‘state’ of the art,,2015,2015,NO,1.0,
"Cheong, S. W., Sung, H. C., Park, D. S., 2009, Population viability analysis of a gold-spotted pond frog (Rana chosenica) population: Implications for effective conservation and re-introduction, Korean Journal of Environmental Biology, 27(1), 73-81.",NO VERIFICABLE,,,,,2009,,,0.67,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
European Medicines Agency. Draft Qualification Opinion for Stride velocity 95th centile as primary endpoint in studies in ambulatory Duchenne Muscular Dystrophy studies. 2023;31(February).,METADATOS DUDOSOS,Crossref,10.3109/9780849374456-9,Protein Studies in Duchenne Muscular Dystrophy,,2023,2006,NO,0.8,Año citado (2023) no coincide con el registrado (2006)
"Rasband WS. U. S. National Institutes of Health Bethesda. Maryland, USA1997–2018. p. ImageJ.",NO VERIFICABLE,,,,,2018,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Green, T., Semig, P., and Wells, C. (2018). Analog Engineer’s Circuit Cookbook: Op Amps. Texas Instruments.",NO VERIFICABLE,,,,,2018,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
WHO (2014) Mental Health. Retrieved from https://www.who.int/news-room/facts-in-pictures/detail/mental-health (Accessed: 18.04.2023).,NO VERIFICABLE,,,,,2014,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
France 24. 2024. “Estudiantes Extranjeros en Argentina: ¿Cómo les Afectaría el Arancelamiento de la Educación Pública?” France 24. Accessed February 6 2024. https://www.france24.com/es/am%C3%A9rica-latina/20240202-estudiantes-extranjeros-en-argentina-c%C3%B3mo-les-afectar%C3%ADa-el-arancelamiento-de-la-educaci%C3%B3n-p%C3%BAblica.,NO VERIFICABLE,,,,,2024,,,0.17,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Bahji A, Altomare J. Prevalence of intimidation, harassment, and discrimination among resident physicians: a systematic review and meta-analysis. CMEJ. 2020;11(1):e97–123.",VERIFICADA,Crossref,10.36834/cmej.57019,"Prevalence of intimidation, harassment, and discrimination in resident physicians: a systematic review and meta-analysis",Bahji,2020,2019,NO,1.0,
"Okun, T. (2021). What is white supremacy culture? White Supremacy Culture. https://www.whitesupremacyculture.info/what-is-it.html",VERIFICADA,Crossref,10.5040/9798881820664.ch-3,The White Supremacy Culture,,2021,2021,NO,1.0,
"Choi, Y. and Lee, K.P., 2022. Geometric analysis of macronutrient selection and balancing in the superworm, Zophobas atratus. Physiological Entomology 47: 188-200. https://doi.org/10.1111/phen.12388",VERIFICADA,Crossref,10.1111/phen.12388,"Geometric analysis of macronutrient selection and balancing in the superworm,
                    <i>Zophobas atratus</i>",Choi,2022,2022,NO,1.0,
Сурдина Е.В. Методы и формы обучения иностранному языку студентов медицинского вуза // Мир науки. Педагогика и психология. 2023. Т. 11. № 4.,NO VERIFICABLE,,,,,2023,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
بن عزرين، سهيلة ، بن قودة سهيلة (2020) حفظ وصيانة الوثائق الأرشيفية مركز الأرشيف في ولاية بسكرة . الجزائر: جامعة محمد خيضر بسكرة.,NO VERIFICABLE,,,,,2020,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"A. Appriou, A. Cichocki, and F. Lotte. 2020. Modern machine-learning algorithms: for classifying cognitive and affective states from electroencephalography signals. IIEEE Trans. Syst. Man Cybern. Syst. 6, 3 (2020).",VERIFICADA,Crossref,10.1109/msmc.2020.2968638,Modern Machine-Learning Algorithms: For Classifying Cognitive and Affective States From Electroencephalography Signals,Appriou,2020,2020,NO,1.0,
"Harita TR, (2021). Sekli köyü nerede ve hangi ilçeye bağlı? https://www.haritatr.com/sekli-koyu-haritasi-mfc0. Erişim Tarihi:04.11.2021.",NO VERIFICABLE,,,,,2021,,,0.25,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Thagard, Paul, and Tobias Schröder. 2015. Emotions as semantic pointers: Constructive neural mechanisms. In The psychological construction of emotion, eds. Lisa Feldman Barrett and James A. Russell, 144–167. New York: Guilford Press.",NO VERIFICABLE,,,,,2015,,,0.57,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Ianenkova, I. (2019). Mozhlyvosti ta osoblyvosti zastosuvannia shtuchnoho intelektu v ekonomitsi ta suspil’stvi [Opportunities and features of applying artificial intelligence in the economy and society]. Retrieved from https://www.inter-nauka.com/uploads/public/15747024904784.pdf [in Ukrainian].",NO VERIFICABLE,,,,,2019,,,0.3,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Hathie I . Ending rural hunger: the case of Senegal. Africa Growth Initiative at BROOKINGS; 2017: 1–46. https://endingruralhunger.org/data/country-profiles/senegal,NO VERIFICABLE,,,,,2017,,,1.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Gendreau P, Listwan SJ, Kuhns JB (2011) Managing prisons effectively: The potential of contingency management programs. Ottawa: Public Safety Canada.",NO VERIFICABLE,,,,,2011,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Laux, L., Schirmer, S., Schopferer, S., and Dauer, J.C. (2022, January 22). Build Your Own Training Data—Synthetic Data for Object Detection in Aerial Images. Proceedings of the 4th Workshop on Avionics Systems and Software Engineering, Virtual.",NO VERIFICABLE,,,,,2022,,,0.67,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Söderström, T. (1984). Description of a Program for Integrating Rational Functions Around the Unit Circle, Department of Technology, Uppsala University. Unpublished work.",METADATOS DUDOSOS,Crossref,10.3842/sigma.2017.090,Orthogonal Rational Functions on the Unit Circle with Prescribed Poles not on the Unit Circle,,1984,2017,NO,0.6,Año citado (1984) no coincide con el registrado (2017)
"Toral, P.G., Hervás, G., González-Rosales, M.G., Mendoza, A.G., Robles-Jiménez, L.E. and Frutos, P., 2022. Insects as alternative feed for ruminants: comparison of protein evaluation methods. Journal of Animal Science and Biotechnology 13: 21. https://doi.org/10.1186/s40104-021-00671-2",VERIFICADA,Crossref,10.1186/s40104-021-00671-2,Insects as alternative feed for ruminants: comparison of protein evaluation methods,Toral,2022,2022,NO,1.0,
"Giraud, Ernest. “Livres et Journaux.” Revue Commerciale du Levant 201 (August 1905): 229–390.",NO VERIFICABLE,,,,,1905,,,0.17,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Xiao, Y.-S.; Zhang, L.; Hu, W.-L.; Zhao, Y.-B.; Hu, H. In Vitro Activity of Synthesized Pyran Derivatives-Inhibitor against Prostate Cancer. Lat. Am. J. Pharm. 2017, 36, 609–612.",NO VERIFICABLE,,,,,2017,,,0.4,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Nakagaki, J.M. 1994. Biologia de Penaeoidea (Crustacea, Decapoda) Em Ubatuba (SP). Master Sci. Diss. Universidade Estadual Paul. Botucatu São Paulo Br.",NO VERIFICABLE,,,,,1994,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Solanki, S., Singh, U. P., Chouhan, S. S. & Jain, S. Brain tumour detection and classification by using deep learning classifier. Int. J. Intell. Syst. Appl. Eng. 11(2s), 279–292 (2023).",VERIFICADA,Crossref,10.1109/icccmla58983.2023.10346854,Brain Tumor Classification Using ML and DL Approaches,Solanki,2023,2023,NO,0.6,
"OEIS Foundation Inc. Entry A113228 in The On-Line Encyclopedia of Integer Sequences, http://oeis.org/A113228 (2023)",METADATOS DUDOSOS,Crossref,10.1287/lytx.2019.01.11,Taylor’s Law and OEIS sequences,,2023,2019,NO,0.67,Año citado (2023) no coincide con el registrado (2019)
"Gerganov VM, Klinge PM, Nouri M, Stieglitz L, Samii M, Samii A. Prognostic clinical and radiological parameters for immediate facial nerve function following vestibular schwannoma surgery. Acta Neurochir (Wien). 2009;151(6):581–587.",VERIFICADA,Crossref,10.1007/s00701-009-0288-3,Prognostic clinical and radiological parameters for immediate facial nerve function following vestibular schwannoma surgery,Gerganov,2009,2009,NO,1.0,
"Aristotle, The Organon, Jazzybee Verlag, ISBN: 3849648362, 9783849648367, 2015.",NO VERIFICABLE,,,,,2015,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Stokhof, Martin. 2011. The role of artificial languages. In Gillian Russell & Delia Graff Fara (eds.), The Routledge companion to philosophy of language, 544–553. London: Routledge.",VERIFICADA,Crossref,10.4324/9780203206966.ch4_5,The Role of Artificial Languages,Stokhof,2011,,NO,1.0,
Cusack Andrew. “The Continued Decline & Fall of the International Herald Tribune.” Andrew Cusack (blog). 8 April 2009. https://www.andrewcusack.com/2009/iht-changes/ (Last consulted 3 January 2022).,NO VERIFICABLE,,,,,2009,,,0.43,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Blumenberg, Hans. Rigorismus der Wahrheit. ‚Moses der Ägypter‘ und weitere Texte zu Freud und Arendt, herausgegeben v. Ahlrich Meyer. Berlin: Suhrkamp Verlag, 2015.",VERIFICADA,Crossref,10.1515/arb-2015-0090,"<b>Hans Blumenberg,</b>
                  <i>Rigorismus der Wahrheit. ,Moses der Ägypter‘ und weitere Texte zu Freud und Arendt</i>. Hg. von <i>Ahlrich Meyer</i>",Weissberg,2015,2016,NO,1.0,
Camêlo BC. Burnout no ensino superior: um estudo no contexto da pandemia do COVID-19 [undergraduate thesis on the Internet]. Ouro Preto: Universidade Federal de Ouro Preto. 2021 [cited 22 Jun 2022]. 24p. Available from: https://monografias.ufop.br/handle/35400000/3231.,NO VERIFICABLE,,,,,2021,,,0.2,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Kraft W, Dȕrr UM. Serum-Protein. In: Klinische Labordiagnostik in der Tiermedizin, (Ed.) Schattauer, Stuggart, Germany, 1999; 169- 200.",METADATOS DUDOSOS,Crossref,10.1055/b-0038-150646,39 Klinische Labordiagnostik bei Amphibien,,1999,2014,NO,0.67,Año citado (1999) no coincide con el registrado (2014)
